TimeGenerated	LogicalServerName_s	wait_type_s	delta_wait_time_ms_d	delta_waiting_tasks_count_d
2024-09-06 13:55:00.287	SQLN	LAZYWRITER_SLEEP	53912366	69488
2024-09-06 13:55:00.287	SQLN	SOS_SCHEDULER_YIELD	431404	4653259
2024-09-06 13:55:00.287	SQLN	PAGELATCH_SH	412721	54900
2024-09-06 13:55:00.287	SQLN	CHECKPOINT_QUEUE	26930491	4624
2024-09-06 13:55:00.287	SQLN	BROKER_EVENTHANDLER	26660405	223
2024-09-06 13:55:00.287	SQLN	PERFORMANCE_COUNTERS_RWLOCK	14	39
2024-09-06 13:55:00.287	SQLN	HADR_FILESTREAM_IOMGR_IOCOMPLETION	26958615	52675
2024-09-06 13:55:00.287	SQLN	CLR_MANUAL_EVENT	45947	333
2024-09-06 13:55:00.287	SQLN	QDS_PERSIST_TASK_MAIN_LOOP_SLEEP	26943710	450
2024-09-06 13:55:00.287	SQLN	SOS_PROCESS_AFFINITY_MUTEX	53	53
2024-09-06 13:55:00.287	SQLN	ASYNC_NETWORK_IO	434052	287584
2024-09-06 13:55:00.287	SQLN	SOS_PHYS_PAGE_CACHE	11418	12860
2024-09-06 14:00:00.917	SQLN	SQLTRACE_INCREMENTAL_FLUSH_SLEEP	300849	75
2024-09-06 14:00:00.917	SQLN	LATCH_SH	1	25
2024-09-06 14:00:00.917	SQLN	XE_TIMER_EVENT	300009	108
2024-09-06 14:00:00.917	SQLN	IO_COMPLETION	60	495
2024-09-06 14:00:00.917	SQLN	EXECSYNC	68	98
2024-09-06 14:00:00.917	SQLN	LOGMGR_QUEUE	601025	7231
2024-09-06 14:00:00.917	SQLN	CXPACKET	36340	9572
2024-09-06 14:00:00.917	SQLN	CXCONSUMER	17889	8665
2024-09-06 14:00:00.917	SQLN	PAGELATCH_EX	1416	803
2024-09-06 14:00:00.917	SQLN	CXROWSET_SYNC	6	106
2024-09-06 14:00:00.917	SQLN	SP_SERVER_DIAGNOSTICS_SLEEP	300010	1
2024-09-06 14:00:00.917	SQLN	SLEEP_TASK	151537	15249
2024-09-06 14:00:00.917	SQLN	REQUEST_FOR_DEADLOCK_SEARCH	300403	60
2024-09-06 14:00:00.917	SQLN	SESSION_WAIT_STATS_CHILDREN	148	381
2024-09-06 14:00:00.917	SQLN	LCK_M_X	5	3
2024-09-06 14:00:00.917	SQLN	BROKER_TO_FLUSH	150568	146
2024-09-06 14:00:00.917	SQLN	DIRTY_PAGE_POLL	300670	2749
2024-09-06 14:00:00.917	SQLN	LATCH_EX	2325	2071
2024-09-06 14:00:00.917	SQLN	WRITELOG	584	1247
2024-09-06 14:00:00.917	SQLN	LAZYWRITER_SLEEP	601530	596
2024-09-06 14:00:00.917	SQLN	SOS_SCHEDULER_YIELD	1328	42016
2024-09-06 14:00:00.917	SQLN	PAGELATCH_SH	6	399
2024-09-06 14:00:00.917	SQLN	CHECKPOINT_QUEUE	300678	41
2024-09-06 14:00:00.917	SQLN	HADR_FILESTREAM_IOMGR_IOCOMPLETION	301011	588
2024-09-06 14:00:00.917	SQLN	QDS_PERSIST_TASK_MAIN_LOOP_SLEEP	300029	5
2024-09-06 14:00:00.917	SQLN	ASYNC_NETWORK_IO	498	543
2024-09-06 14:05:00.420	SQLN	SLEEP_BPOOL_FLUSH	1154	318
2024-09-06 14:05:00.420	SQLN	BROKER_TASK_STOP	306422	63
2024-09-06 14:05:00.420	SQLN	XE_TIMER_EVENT	299995	107
2024-09-06 14:05:00.420	SQLN	IO_COMPLETION	283	870
2024-09-06 14:05:00.420	SQLN	PAGEIOLATCH_SH	3	9
2024-09-06 14:05:00.420	SQLN	BACKUPBUFFER	336749	337015
2024-09-06 14:05:00.420	SQLN	EXECSYNC	110206	83
2024-09-06 14:05:00.420	SQLN	LOGMGR_QUEUE	597608	18512
2024-09-06 14:05:00.420	SQLN	CXPACKET	249414	17173
2024-09-06 14:05:00.420	SQLN	CXCONSUMER	138684	24253
2024-09-06 14:05:00.420	SQLN	PAGELATCH_EX	5633	517083
2024-09-06 14:05:00.420	SQLN	CXROWSET_SYNC	25	165
2024-09-06 14:05:00.420	SQLN	SP_SERVER_DIAGNOSTICS_SLEEP	300011	1
2024-09-06 14:05:00.420	SQLN	SLEEP_TASK	154506	26224
2024-09-06 14:05:00.420	SQLN	REQUEST_FOR_DEADLOCK_SEARCH	300481	60
2024-09-06 14:05:00.420	SQLN	SESSION_WAIT_STATS_CHILDREN	873	556
2024-09-06 14:05:00.420	SQLN	LCK_M_S	44445	24
2024-09-06 14:05:00.420	SQLN	CMEMTHREAD	1	30
2024-09-06 14:05:00.420	SQLN	BROKER_TO_FLUSH	148463	145
2024-09-06 14:05:00.420	SQLN	DISPATCHER_QUEUE_SEMAPHORE	227891	48776
2024-09-06 14:05:00.420	SQLN	DIRTY_PAGE_POLL	299473	2738
2024-09-06 14:05:00.420	SQLN	BACKUPIO	160850	95401
2024-09-06 14:05:00.420	SQLN	LATCH_EX	7944	3876
2024-09-06 14:05:00.420	SQLN	WRITELOG	1134	1714
2024-09-06 14:05:00.420	SQLN	LAZYWRITER_SLEEP	599361	1590
2024-09-06 14:05:00.420	SQLN	SOS_SCHEDULER_YIELD	31793	155243
2024-09-06 14:05:00.420	SQLN	PAGELATCH_SH	127	535
2024-09-06 14:05:00.420	SQLN	CHECKPOINT_QUEUE	297907	51
2024-09-06 14:05:00.420	SQLN	HADR_FILESTREAM_IOMGR_IOCOMPLETION	299045	585
2024-09-06 14:05:00.420	SQLN	ASYNC_NETWORK_IO	741	619
2024-09-06 14:10:01.017	SQLN	SLEEP_BPOOL_FLUSH	17	62
2024-09-06 14:10:01.017	SQLN	BROKER_TASK_STOP	300727	60
2024-09-06 14:10:01.017	SQLN	XE_TIMER_EVENT	300060	108
2024-09-06 14:10:01.017	SQLN	IO_COMPLETION	50	325
2024-09-06 14:10:01.017	SQLN	BACKUPBUFFER	40871	41857
2024-09-06 14:10:01.017	SQLN	LOGMGR_QUEUE	600930	7320
2024-09-06 14:10:01.017	SQLN	CXPACKET	15297	3451
2024-09-06 14:10:01.017	SQLN	CXCONSUMER	4902	3644
2024-09-06 14:10:01.017	SQLN	PAGELATCH_EX	3636	77
2024-09-06 14:10:01.017	SQLN	CXROWSET_SYNC	3	48
2024-09-06 14:10:01.017	SQLN	SP_SERVER_DIAGNOSTICS_SLEEP	300000	490
2024-09-06 14:10:01.017	SQLN	SLEEP_TASK	151560	15567
2024-09-06 14:10:01.017	SQLN	REQUEST_FOR_DEADLOCK_SEARCH	300500	60
2024-09-06 14:10:01.017	SQLN	SESSION_WAIT_STATS_CHILDREN	36	122
2024-09-06 14:10:01.017	SQLN	BACKUPTHREAD	145	105
2024-09-06 14:10:01.017	SQLN	BROKER_TO_FLUSH	150560	146
2024-09-06 14:10:01.017	SQLN	DISPATCHER_QUEUE_SEMAPHORE	32512	8091
2024-09-06 14:10:01.017	SQLN	DIRTY_PAGE_POLL	300533	2748
2024-09-06 14:10:01.017	SQLN	BACKUPIO	21744	15586
2024-09-06 14:10:01.017	SQLN	LATCH_EX	91	211
2024-09-06 14:10:01.017	SQLN	WRITELOG	654	1290
2024-09-06 14:10:01.017	SQLN	LAZYWRITER_SLEEP	599552	689
2024-09-06 14:10:01.017	SQLN	SOS_SCHEDULER_YIELD	13149	51192
2024-09-06 14:10:01.017	SQLN	PAGELATCH_SH	10	391
2024-09-06 14:10:01.017	SQLN	ASYNC_IO_COMPLETION	332405	12
2024-09-06 14:10:01.017	SQLN	CHECKPOINT_QUEUE	300592	45
2024-09-06 14:10:01.017	SQLN	HADR_FILESTREAM_IOMGR_IOCOMPLETION	300623	587
2024-09-06 14:10:01.017	SQLN	ASYNC_NETWORK_IO	650	663
2024-09-06 14:15:00.447	SQLN	BROKER_TASK_STOP	295750	60
2024-09-06 14:15:00.447	SQLN	XE_TIMER_EVENT	300051	107
2024-09-06 14:15:00.447	SQLN	IO_COMPLETION	61	295
2024-09-06 14:15:00.447	SQLN	EXECSYNC	2	17
2024-09-06 14:15:00.447	SQLN	LOGMGR_QUEUE	598600	7559
2024-09-06 14:15:00.447	SQLN	CXPACKET	16836	4913
2024-09-06 14:15:00.447	SQLN	CXCONSUMER	6255	5214
2024-09-06 14:15:00.447	SQLN	CXROWSET_SYNC	4	74
2024-09-06 14:15:00.447	SQLN	SP_SERVER_DIAGNOSTICS_SLEEP	299999	614
2024-09-06 14:15:00.447	SQLN	SLEEP_TASK	150654	15881
2024-09-06 14:15:00.447	SQLN	REQUEST_FOR_DEADLOCK_SEARCH	300430	60
2024-09-06 14:15:00.447	SQLN	SESSION_WAIT_STATS_CHILDREN	45	207
2024-09-06 14:15:00.447	SQLN	CMEMTHREAD	4	3
2024-09-06 14:15:00.447	SQLN	BROKER_TO_FLUSH	149544	145
2024-09-06 14:15:00.447	SQLN	DIRTY_PAGE_POLL	299432	2738
2024-09-06 14:15:00.447	SQLN	LATCH_EX	43	231
2024-09-06 14:15:00.447	SQLN	WRITELOG	645	1595
2024-09-06 14:15:00.447	SQLN	LAZYWRITER_SLEEP	599433	594
2024-09-06 14:15:00.447	SQLN	SOS_SCHEDULER_YIELD	389	37564
2024-09-06 14:15:00.447	SQLN	PAGELATCH_SH	6	379
2024-09-06 14:15:00.447	SQLN	CHECKPOINT_QUEUE	299417	45
2024-09-06 14:15:00.447	SQLN	HADR_FILESTREAM_IOMGR_IOCOMPLETION	299464	585
2024-09-06 14:15:00.447	SQLN	ASYNC_NETWORK_IO	601	676
2024-09-06 14:20:00.097	SQLN	SQLTRACE_INCREMENTAL_FLUSH_SLEEP	300926	75
2024-09-06 14:20:00.097	SQLN	BROKER_TASK_STOP	300717	60
2024-09-06 14:20:00.097	SQLN	XE_TIMER_EVENT	300012	108
2024-09-06 14:20:00.097	SQLN	IO_COMPLETION	56	329
2024-09-06 14:20:00.097	SQLN	LOGMGR_QUEUE	599003	7185
2024-09-06 14:20:00.097	SQLN	CXPACKET	15319	3611
2024-09-06 14:20:00.097	SQLN	CXCONSUMER	5141	3925
2024-09-06 14:20:00.097	SQLN	SP_SERVER_DIAGNOSTICS_SLEEP	300009	1
2024-09-06 14:20:00.097	SQLN	SLEEP_TASK	150707	15601
2024-09-06 14:20:00.097	SQLN	REQUEST_FOR_DEADLOCK_SEARCH	300419	60
2024-09-06 14:20:00.097	SQLN	SESSION_WAIT_STATS_CHILDREN	81	122
2024-09-06 14:20:00.097	SQLN	BROKER_TO_FLUSH	150569	145
2024-09-06 14:20:00.097	SQLN	DIRTY_PAGE_POLL	299580	2739
2024-09-06 14:20:00.097	SQLN	LATCH_EX	61	169
2024-09-06 14:20:00.097	SQLN	WRITELOG	627	1232
2024-09-06 14:20:00.097	SQLN	LAZYWRITER_SLEEP	599588	594
2024-09-06 14:20:00.097	SQLN	SOS_SCHEDULER_YIELD	951	36976
2024-09-06 14:20:00.097	SQLN	PAGELATCH_SH	3	379
2024-09-06 14:20:00.097	SQLN	CHECKPOINT_QUEUE	299627	44
2024-09-06 14:20:00.097	SQLN	HADR_FILESTREAM_IOMGR_IOCOMPLETION	299618	585
2024-09-06 14:20:00.097	SQLN	ASYNC_NETWORK_IO	794	731
2024-09-06 14:25:00.557	SQLN	BROKER_TASK_STOP	300739	60
2024-09-06 14:25:00.557	SQLN	FT_IFTS_SCHEDULER_IDLE_WAIT	300027	5
2024-09-06 14:25:00.557	SQLN	XE_TIMER_EVENT	300031	107
2024-09-06 14:25:00.557	SQLN	IO_COMPLETION	96	340
2024-09-06 14:25:00.557	SQLN	LOGMGR_QUEUE	600656	7635
2024-09-06 14:25:00.557	SQLN	CXPACKET	19991	4919
2024-09-06 14:25:00.557	SQLN	CXCONSUMER	6652	5071
2024-09-06 14:25:00.557	SQLN	CXROWSET_SYNC	5	84
2024-09-06 14:25:00.557	SQLN	SP_SERVER_DIAGNOSTICS_SLEEP	300002	1
2024-09-06 14:25:00.557	SQLN	SLEEP_TASK	151505	15935
2024-09-06 14:25:00.557	SQLN	REQUEST_FOR_DEADLOCK_SEARCH	300411	60
2024-09-06 14:25:00.557	SQLN	SESSION_WAIT_STATS_CHILDREN	59	199
2024-09-06 14:25:00.557	SQLN	LCK_M_S	127	4
2024-09-06 14:25:00.557	SQLN	DIRTY_PAGE_POLL	300443	2747
2024-09-06 14:25:00.557	SQLN	LATCH_EX	128	264
2024-09-06 14:25:00.557	SQLN	WRITELOG	678	1635
2024-09-06 14:25:00.557	SQLN	LAZYWRITER_SLEEP	601533	596
2024-09-06 14:25:00.557	SQLN	SOS_SCHEDULER_YIELD	361	39920
2024-09-06 14:25:00.557	SQLN	PAGELATCH_SH	137	386
2024-09-06 14:25:00.557	SQLN	CHECKPOINT_QUEUE	300465	46
2024-09-06 14:25:00.557	SQLN	HADR_FILESTREAM_IOMGR_IOCOMPLETION	300846	587
2024-09-06 14:25:00.557	SQLN	QDS_PERSIST_TASK_MAIN_LOOP_SLEEP	300036	5
2024-09-06 14:25:00.557	SQLN	ASYNC_NETWORK_IO	557	536
2024-09-06 14:30:00.070	SQLN	BROKER_TASK_STOP	300873	60
2024-09-06 14:30:00.070	SQLN	XE_TIMER_EVENT	300026	108
2024-09-06 14:30:00.070	SQLN	IO_COMPLETION	38	324
2024-09-06 14:30:00.070	SQLN	LOGMGR_QUEUE	598784	7181
2024-09-06 14:30:00.070	SQLN	CXPACKET	14625	3246
2024-09-06 14:30:00.070	SQLN	CXCONSUMER	5037	3787
2024-09-06 14:30:00.070	SQLN	PAGELATCH_EX	1	55
2024-09-06 14:30:00.070	SQLN	PAGEIOLATCH_UP	1	2
2024-09-06 14:30:00.070	SQLN	SP_SERVER_DIAGNOSTICS_SLEEP	300005	1
2024-09-06 14:30:00.070	SQLN	SLEEP_TASK	150547	18547
2024-09-06 14:30:00.070	SQLN	REQUEST_FOR_DEADLOCK_SEARCH	295433	59
2024-09-06 14:30:00.070	SQLN	SESSION_WAIT_STATS_CHILDREN	24	105
2024-09-06 14:30:00.070	SQLN	CMEMTHREAD	1	7
2024-09-06 14:30:00.070	SQLN	BROKER_TO_FLUSH	149527	145
2024-09-06 14:30:00.070	SQLN	DIRTY_PAGE_POLL	299549	2739
2024-09-06 14:30:00.070	SQLN	LATCH_EX	46	171
2024-09-06 14:30:00.070	SQLN	WRITELOG	559	1239
2024-09-06 14:30:00.070	SQLN	LAZYWRITER_SLEEP	597527	592
2024-09-06 14:30:00.070	SQLN	SOS_SCHEDULER_YIELD	294	39362
2024-09-06 14:30:00.070	SQLN	PAGELATCH_SH	3	380
2024-09-06 14:30:00.070	SQLN	CHECKPOINT_QUEUE	299509	41
2024-09-06 14:30:00.070	SQLN	HADR_FILESTREAM_IOMGR_IOCOMPLETION	299168	584
2024-09-06 14:30:00.070	SQLN	ASYNC_NETWORK_IO	545	440
2024-09-06 14:35:00.310	SQLN	SQLTRACE_INCREMENTAL_FLUSH_SLEEP	300930	75
2024-09-06 14:35:00.310	SQLN	SLEEP_BPOOL_FLUSH	523	437
2024-09-06 14:35:00.310	SQLN	XE_TIMER_EVENT	300073	107
2024-09-06 14:35:00.310	SQLN	IO_COMPLETION	665	1225
2024-09-06 14:35:00.310	SQLN	PAGEIOLATCH_SH	131	304
2024-09-06 14:35:00.310	SQLN	EXECSYNC	99556	60
2024-09-06 14:35:00.310	SQLN	LOGMGR_QUEUE	598987	19156
2024-09-06 14:35:00.310	SQLN	CXPACKET	225115	18647
2024-09-06 14:35:00.310	SQLN	CXCONSUMER	153138	23195
2024-09-06 14:35:00.310	SQLN	PAGELATCH_EX	8869	518472
2024-09-06 14:35:00.310	SQLN	CXROWSET_SYNC	13	142
2024-09-06 14:35:00.310	SQLN	PAGEIOLATCH_UP	836	113
2024-09-06 14:35:00.310	SQLN	SP_SERVER_DIAGNOSTICS_SLEEP	300007	1
2024-09-06 14:35:00.310	SQLN	SLEEP_TASK	155312	24380
2024-09-06 14:35:00.310	SQLN	REQUEST_FOR_DEADLOCK_SEARCH	300378	60
2024-09-06 14:35:00.310	SQLN	SESSION_WAIT_STATS_CHILDREN	350	582
2024-09-06 14:35:00.310	SQLN	BACKUPTHREAD	66641	228
2024-09-06 14:35:00.310	SQLN	LCK_M_S	54390	22
2024-09-06 14:35:00.310	SQLN	CMEMTHREAD	5	12
2024-09-06 14:35:00.310	SQLN	BROKER_TO_FLUSH	150564	145
2024-09-06 14:35:00.310	SQLN	PAGEIOLATCH_EX	197	95
2024-09-06 14:35:00.310	SQLN	DIRTY_PAGE_POLL	300248	2740
2024-09-06 14:35:00.310	SQLN	BACKUPIO	319601	242
2024-09-06 14:35:00.310	SQLN	LATCH_EX	2463	3739
2024-09-06 14:35:00.310	SQLN	WRITELOG	6277	1905
2024-09-06 14:35:00.310	SQLN	LAZYWRITER_SLEEP	601359	1141
2024-09-06 14:35:00.310	SQLN	SOS_SCHEDULER_YIELD	4987	57401
2024-09-06 14:35:00.310	SQLN	PAGELATCH_SH	132	597
2024-09-06 14:35:00.310	SQLN	ASYNC_IO_COMPLETION	140	24
2024-09-06 14:35:00.310	SQLN	CHECKPOINT_QUEUE	298898	51
2024-09-06 14:35:00.310	SQLN	HADR_FILESTREAM_IOMGR_IOCOMPLETION	300138	587
2024-09-06 14:35:00.310	SQLN	QDS_PERSIST_TASK_MAIN_LOOP_SLEEP	300026	5
2024-09-06 14:35:00.310	SQLN	ASYNC_NETWORK_IO	465	528
2024-09-06 14:40:01.043	SQLN	XE_TIMER_EVENT	300056	108
2024-09-06 14:40:01.043	SQLN	IO_COMPLETION	567	373
2024-09-06 14:40:01.043	SQLN	LOGMGR_QUEUE	601227	7243
2024-09-06 14:40:01.043	SQLN	CXPACKET	10871	3323
2024-09-06 14:40:01.043	SQLN	CXCONSUMER	4262	3369
2024-09-06 14:40:01.043	SQLN	CXROWSET_SYNC	4	58
2024-09-06 14:40:01.043	SQLN	SP_SERVER_DIAGNOSTICS_SLEEP	300015	1
2024-09-06 14:40:01.043	SQLN	SLEEP_TASK	151150	15856
2024-09-06 14:40:01.043	SQLN	REQUEST_FOR_DEADLOCK_SEARCH	300413	60
2024-09-06 14:40:01.043	SQLN	SESSION_WAIT_STATS_CHILDREN	25	141
2024-09-06 14:40:01.043	SQLN	BROKER_TO_FLUSH	150571	146
2024-09-06 14:40:01.043	SQLN	DIRTY_PAGE_POLL	300668	2749
2024-09-06 14:40:01.043	SQLN	LATCH_EX	84	201
2024-09-06 14:40:01.043	SQLN	WRITELOG	1192	1251
2024-09-06 14:40:01.043	SQLN	LAZYWRITER_SLEEP	601552	596
2024-09-06 14:40:01.043	SQLN	SOS_SCHEDULER_YIELD	383	41188
2024-09-06 14:40:01.043	SQLN	PAGELATCH_SH	3	421
2024-09-06 14:40:01.043	SQLN	CHECKPOINT_QUEUE	300791	45
2024-09-06 14:40:01.043	SQLN	HADR_FILESTREAM_IOMGR_IOCOMPLETION	301041	588
2024-09-06 14:40:01.043	SQLN	ASYNC_NETWORK_IO	533	654
2024-09-06 14:45:00.623	SQLN	XE_TIMER_EVENT	300004	107
2024-09-06 14:45:00.623	SQLN	IO_COMPLETION	615	567
2024-09-06 14:45:00.623	SQLN	LOGMGR_QUEUE	598838	7621
2024-09-06 14:45:00.623	SQLN	CXPACKET	16823	4908
2024-09-06 14:45:00.623	SQLN	CXCONSUMER	6357	5046
2024-09-06 14:45:00.623	SQLN	PAGELATCH_EX	396	103
2024-09-06 14:45:00.623	SQLN	CXROWSET_SYNC	3	61
2024-09-06 14:45:00.623	SQLN	SP_SERVER_DIAGNOSTICS_SLEEP	300011	1
2024-09-06 14:45:00.623	SQLN	SLEEP_TASK	150686	16951
2024-09-06 14:45:00.623	SQLN	REQUEST_FOR_DEADLOCK_SEARCH	300465	60
2024-09-06 14:45:00.623	SQLN	SESSION_WAIT_STATS_CHILDREN	44	215
2024-09-06 14:45:00.623	SQLN	BROKER_TO_FLUSH	149543	145
2024-09-06 14:45:00.623	SQLN	DIRTY_PAGE_POLL	299561	2739
2024-09-06 14:45:00.623	SQLN	LATCH_EX	23	234
2024-09-06 14:45:00.623	SQLN	WRITELOG	1419	1617
2024-09-06 14:45:00.623	SQLN	LAZYWRITER_SLEEP	597556	592
2024-09-06 14:45:00.623	SQLN	SOS_SCHEDULER_YIELD	247	39786
2024-09-06 14:45:00.623	SQLN	PAGELATCH_SH	3	383
2024-09-06 14:45:00.623	SQLN	CHECKPOINT_QUEUE	299550	45
2024-09-06 14:45:00.623	SQLN	HADR_FILESTREAM_IOMGR_IOCOMPLETION	299669	586
2024-09-06 14:45:00.623	SQLN	QDS_PERSIST_TASK_MAIN_LOOP_SLEEP	300031	5
2024-09-06 14:45:00.623	SQLN	ASYNC_NETWORK_IO	538	430
2024-09-06 14:50:00.360	SQLN	SQLTRACE_INCREMENTAL_FLUSH_SLEEP	300973	75
2024-09-06 14:50:00.360	SQLN	XE_TIMER_EVENT	300008	108
2024-09-06 14:50:00.360	SQLN	IO_COMPLETION	257	596
2024-09-06 14:50:00.360	SQLN	LOGMGR_QUEUE	599205	7239
2024-09-06 14:50:00.360	SQLN	CXPACKET	15549	3265
2024-09-06 14:50:00.360	SQLN	CXCONSUMER	5157	3683
2024-09-06 14:50:00.360	SQLN	PAGELATCH_EX	1	62
2024-09-06 14:50:00.360	SQLN	CXROWSET_SYNC	6	57
2024-09-06 14:50:00.360	SQLN	SP_SERVER_DIAGNOSTICS_SLEEP	300002	1
2024-09-06 14:50:00.360	SQLN	SLEEP_TASK	151740	16057
2024-09-06 14:50:00.360	SQLN	REQUEST_FOR_DEADLOCK_SEARCH	300448	60
2024-09-06 14:50:00.360	SQLN	SESSION_WAIT_STATS_CHILDREN	51	133
2024-09-06 14:50:00.360	SQLN	BROKER_TO_FLUSH	149535	146
2024-09-06 14:50:00.360	SQLN	PAGEIOLATCH_EX	97	4
2024-09-06 14:50:00.360	SQLN	DIRTY_PAGE_POLL	299778	2741
2024-09-06 14:50:00.360	SQLN	LATCH_EX	44	151
2024-09-06 14:50:00.360	SQLN	WRITELOG	1222	1265
2024-09-06 14:50:00.360	SQLN	LAZYWRITER_SLEEP	599494	594
2024-09-06 14:50:00.360	SQLN	SOS_SCHEDULER_YIELD	471	37446
2024-09-06 14:50:00.360	SQLN	PAGELATCH_SH	3	384
2024-09-06 14:50:00.360	SQLN	CHECKPOINT_QUEUE	299679	44
2024-09-06 14:50:00.360	SQLN	HADR_FILESTREAM_IOMGR_IOCOMPLETION	299535	585
2024-09-06 14:50:00.360	SQLN	ASYNC_NETWORK_IO	453	426
2024-09-06 14:55:00.980	SQLN	XE_TIMER_EVENT	300006	107
2024-09-06 14:55:00.980	SQLN	IO_COMPLETION	144	549
2024-09-06 14:55:00.980	SQLN	LOGMGR_QUEUE	600937	7575
2024-09-06 14:55:00.980	SQLN	CXPACKET	19682	5097
2024-09-06 14:55:00.980	SQLN	CXCONSUMER	6741	5113
2024-09-06 14:55:00.980	SQLN	CXROWSET_SYNC	5	87
2024-09-06 14:55:00.980	SQLN	SP_SERVER_DIAGNOSTICS_SLEEP	300008	1
2024-09-06 14:55:00.980	SQLN	SLEEP_TASK	151098	17676
2024-09-06 14:55:00.980	SQLN	REQUEST_FOR_DEADLOCK_SEARCH	300416	60
2024-09-06 14:55:00.980	SQLN	SESSION_WAIT_STATS_CHILDREN	77	176
2024-09-06 14:55:00.980	SQLN	BROKER_TO_FLUSH	150564	145
2024-09-06 14:55:00.980	SQLN	DIRTY_PAGE_POLL	300560	2748
2024-09-06 14:55:00.980	SQLN	LATCH_EX	20	208
2024-09-06 14:55:00.980	SQLN	WRITELOG	1387	1586
2024-09-06 14:55:00.980	SQLN	LAZYWRITER_SLEEP	601586	596
2024-09-06 14:55:00.980	SQLN	SOS_SCHEDULER_YIELD	310	37438
2024-09-06 14:55:00.980	SQLN	PAGELATCH_SH	2	382
2024-09-06 14:55:00.980	SQLN	CHECKPOINT_QUEUE	300668	47
2024-09-06 14:55:00.980	SQLN	HADR_FILESTREAM_IOMGR_IOCOMPLETION	300816	588
2024-09-06 14:55:00.980	SQLN	ASYNC_NETWORK_IO	678	475
2024-09-06 15:00:00.593	SQLN	SQLTRACE_INCREMENTAL_FLUSH_SLEEP	300902	75
2024-09-06 15:00:00.593	SQLN	XE_TIMER_EVENT	300030	107
