TimeGenerated	LogicalServerName_s	database_id	file_id	num_of_reads	num_of_writes	num_of_bytes_read	num_of_bytes_written	io_stall_read_ms	io_stall_write_ms	io_stall_ms	reads_per_second	writes_per_second	database_name	name	filename
2024-09-06 13:55:00.287	SQLN	6	1	704	1	6037504	8192	1857	73	1930	0.021	0.000	SALES_DATA	SALES_DATA	M:\MDF_DATA\SALES_DATA.mdf
2024-09-06 13:55:00.287	SQLN	6	2	162	5	1642496	10240	804	1	805	0.005	0.000	SALES_DATA	SALES_DATA_log	L:\LDF_DATA\SALES_DATA_1.ldf
2024-09-06 13:55:00.287	SQLN	7	1	76	1	655360	8192	48	0	48	0.002	0.000	FLEX_4_12_0_4	FLEX_4_12_0_4	M:\MDF_DATA\FLEX_20230405012602_Data.mdf
2024-09-06 13:55:00.287	SQLN	7	2	33	5	1114112	15872	29	4	33	0.001	0.000	FLEX_4_12_0_4	FLEX_4_12_0_4_log	M:\MDF_DATA\FLEX_20230405012602_Log.ldf
2024-09-06 13:55:00.287	SQLN	8	1	247	1	2023424	8192	75	0	75	0.007	0.000	SALES_TWO	SALES_TWO	M:\MDF_DATA\SALES_TWO.mdf
2024-09-06 13:55:00.287	SQLN	8	2	217	5	1867776	16384	79	6	85	0.007	0.000	SALES_TWO	SALES_TWO_log	L:\LDF_DATA\SALES_TWO_log.ldf
2024-09-06 13:55:00.287	SQLN	10	1	88	2	32251904	16384	116	0	116	0.003	0.000	FICHAJE	FICHAJE_data	M:\MDF_DATA\FICHAJE.mdf
2024-09-06 13:55:00.287	SQLN	10	2	480	9	2942464	19968	173	5	178	0.014	0.000	FICHAJE	FICHAJE_log	L:\LDF_DATA\FICHAJE_1.ldf
2024-09-06 13:55:00.287	SQLN	11	1	436	2	296951808	16384	641	0	641	0.013	0.000	INVESTM	TESTDatos	M:\MDF_DATA\INVESTM.mdf
2024-09-06 13:55:00.287	SQLN	11	2	46	9	1164800	19968	31	2	33	0.001	0.000	INVESTM	QQAT11XX	L:\LDF_DATA\INVESTM.ldf
2024-09-06 13:55:00.287	SQLN	12	1	647	27	55779328	229376	1329	30	1359	0.019	0.001	DB1	ASPAHORA_Data	M:\MDF_DATA\DB1.mdf
2024-09-06 13:55:00.287	SQLN	12	2	56	21	348672	105472	17	6	23	0.002	0.001	DB1	ASPAHORA_Log	L:\LDF_DATA\DB1_log.ldf
2024-09-06 13:55:00.287	SQLN	14	1	125	2	39952384	16384	412	0	412	0.004	0.000	QQAT11XX_B1	CRM_IC	M:\MDF_DATA\QQAT11XX_B1.mdf
2024-09-06 13:55:00.287	SQLN	14	2	43	10	173056	24576	26	3	29	0.001	0.000	QQAT11XX_B1	CRM_IC_log	L:\LDF_DATA\QQAT11XX_B1_1.ldf
2024-09-06 13:55:00.287	SQLN	15	1	666	2	635535360	16384	1388	1	1389	0.020	0.000	QA	QA	M:\MDF_DATA\QA.mdf
2024-09-06 13:55:00.287	SQLN	15	2	14	9	1033728	20992	45	4	49	0.000	0.000	QA	QA_log	L:\LDF_DATA\QA_log.ldf
2024-09-06 13:55:00.287	SQLN	16	1	148	11	1458176	212992	27	5	32	0.004	0.000	VERNE	VERNE	M:\MDF_DATA\VERNE.mdf
2024-09-06 13:55:00.287	SQLN	16	2	7	39	1007616	274944	3	13	16	0.000	0.001	VERNE	VERNE_log	L:\LDF_DATA\VERNE_log.ldf
2024-09-06 13:55:00.287	SQLN	19	1	52	1	425984	8192	17	0	17	0.002	0.000	PHCPortugal	PHCPortugal	M:\MDF_DATA\PHCPortugal.mdf
2024-09-06 13:55:00.287	SQLN	19	2	7	5	1007616	16896	20	4	24	0.000	0.000	PHCPortugal	PHCPortugal_log	L:\LDF_DATA\PHCPortugal_log.ldf
2024-09-06 13:55:00.287	SQLN	20	1	405	2	84606976	16384	589	1	590	0.012	0.000	QRM_IC	Esquema_3_1_0_14	M:\MDF_DATA\QRM_IC_Data.mdf
2024-09-06 13:55:00.287	SQLN	20	2	16	10	1041920	26624	39	4	43	0.000	0.000	QRM_IC	Esquema_3_1_0_14_log	L:\LDF_DATA\QRM_IC_Log.ldf
2024-09-06 13:55:00.287	SQLN	22	1	6367	1584	795426816	18325504	10625	426	11051	0.191	0.048	FLEX_IC	FLEX_4_13_0_1	M:\MDF_DATA\FLEX_20230405063654_Data.mdf
2024-09-06 13:55:00.287	SQLN	22	2	34	5812	1146880	29733376	46	2330	2376	0.001	0.175	FLEX_IC	FLEX_4_13_0_1_log	M:\MDF_DATA\FLEX_20230405063654_Log.ldf
2024-09-06 13:55:00.287	SQLN	23	1	65	1	557056	8192	19	0	19	0.002	0.000	FLEXYMAN_IC	FLEXYMAN_IC	M:\MDF_DATA\FLEXYMAN_20220315035740.mdf
2024-09-06 13:55:00.287	SQLN	23	2	15	5	1040384	11264	39	4	43	0.000	0.000	FLEXYMAN_IC	FLEXYMAN_IC_log	M:\MDF_DATA\FLEXYMAN_20220315035740.ldf
2024-09-06 13:55:00.287	SQLN	24	1	52	1	425984	8192	16	0	16	0.002	0.000	CLQR	CLQR	M:\MDF_DATA\CLQR_Primary.mdf
2024-09-06 13:55:00.287	SQLN	24	2	11	5	1024000	10240	40	1	41	0.000	0.000	CLQR	CLQR_log	L:\LDF_DATA\CLQR_Primary.ldf
2024-09-06 13:55:00.287	SQLN	32	1	8415	2	3074039808	16384	14960	0	14960	0.253	0.000	TTQM_PDAFLX_IC	TQMST_2_1_4_3	M:\MDF_DATA\TQMST_20220810102959_Data.mdf
2024-09-06 13:55:00.287	SQLN	32	2	36	9	1123840	26112	50	2	52	0.001	0.000	TTQM_PDAFLX_IC	TQMST_2_1_4_3_log	M:\MDF_DATA\TQMST_20220810102959_Log.ldf
2024-09-06 13:55:00.287	SQLN	33	1	93	0	884736	0	27	0	27	0.003	0.000	DOCUWARE_DATOS	DOCUWARE_DATOS	M:\MDF_DATA\DOCUWARE_DATOS.mdf
2024-09-06 13:55:00.287	SQLN	33	2	7	1	1007616	1536	60	0	60	0.000	0.000	DOCUWARE_DATOS	DOCUWARE_DATOS_log	L:\LDF_DATA\DOCUWARE_DATOS_log.ldf
2024-09-06 13:55:00.287	SQLN	34	1	66	1	565248	8192	29	0	29	0.002	0.000	CLQR_IC_old	CLQR_IC2	M:\MDF_DATA\CLQR_IC2_Primary.mdf
2024-09-06 13:55:00.287	SQLN	34	2	15	4	1040384	9728	36	1	37	0.000	0.000	CLQR_IC_old	CLQR_IC2_log	L:\LDF_DATA\CLQR_IC2_Primary.ldf
2024-09-06 13:55:00.287	SQLN	35	1	64	1	548864	8192	18	0	18	0.002	0.000	CLQR_IC	CLQR_IC	M:\MDF_DATA\CLQR_20230306031312.mdf
2024-09-06 13:55:00.287	SQLN	35	2	15	5	1040384	11776	22	2	24	0.000	0.000	CLQR_IC	CLQR_IC_log	M:\MDF_DATA\CLQR_20230306031312.ldf
2024-09-06 13:55:00.287	SQLN	41	1	75	1	622592	8192	25	0	25	0.002	0.000	TQMST_FLEXY_IC	TQMST_2_1_31_1	M:\MDF_DATA\TQMST_20230315021950_Data.mdf
2024-09-06 13:55:00.287	SQLN	41	2	15	5	1040384	17408	30	1	31	0.000	0.000	TQMST_FLEXY_IC	TQMST_2_1_31_1_log	M:\MDF_DATA\TQMST_20230315021950_Log.ldf
2024-09-06 13:55:00.287	SQLN	43	1	168	1	1720320	8192	193	0	193	0.005	0.000	iJMT_Vistas	iJMT_Vistas	M:\MDF_DATA\iJMT_Vistas.mdf
2024-09-06 13:55:00.287	SQLN	43	2	7	71	92672	2793472	8	49	57	0.000	0.002	iJMT_Vistas	iJMT_Vistas_log	L:\LDF_DATA\iJMT_Vistas_log.ldf
2024-09-06 14:00:00.917	SQLN	2	1	899	873	57122816	57122816	670	820	1490	2.990	2.904	tempdb	tempdev	T:\TEMPDB_DATA\tempdb.mdf
2024-09-06 14:00:00.917	SQLN	2	2	0	63	0	3858432	0	38	38	0.000	0.210	tempdb	templog	T:\TEMPDB_DATA\templog.ldf
2024-09-06 14:00:00.917	SQLN	2	3	452	437	28581888	28581888	334	430	764	1.504	1.454	tempdb	temp2	T:\TEMPDB_DATA\temp_mssql_2.ndf
2024-09-06 14:00:00.917	SQLN	2	4	448	440	28835840	28835840	376	452	828	1.490	1.464	tempdb	temp3	T:\TEMPDB_DATA\temp_mssql_3.ndf
2024-09-06 14:00:00.917	SQLN	2	5	298	289	18939904	18939904	276	271	547	0.991	0.961	tempdb	temp4	T:\TEMPDB_DATA\temp_mssql_4.ndf
2024-09-06 14:00:00.917	SQLN	2	6	455	444	29097984	29097984	375	433	808	1.514	1.477	tempdb	temp5	T:\TEMPDB_DATA\temp_mssql_5.ndf
2024-09-06 14:00:00.917	SQLN	2	7	451	436	28475392	28475392	365	380	745	1.500	1.450	tempdb	temp6	T:\TEMPDB_DATA\temp_mssql_6.ndf
2024-09-06 14:00:00.917	SQLN	2	8	300	290	19005440	19005440	253	258	511	0.998	0.965	tempdb	temp7	T:\TEMPDB_DATA\temp_mssql_7.ndf
2024-09-06 14:00:00.917	SQLN	2	9	453	438	28672000	28672000	354	409	763	1.507	1.457	tempdb	temp8	T:\TEMPDB_DATA\temp_mssql_8.ndf
2024-09-06 14:00:00.917	SQLN	4	2	0	242	0	206848	0	75	75	0.000	0.805	msdb	MSDBLog	I:\SQL SERVER\MSSQL13.MSSQLSERVER\MSSQL\DATA\MSDBLog.ldf
2024-09-06 14:00:00.917	SQLN	5	1	15	0	2121728	0	9	0	9	0.050	0.000	TTQM	TESTDatos	M:\MDF_DATA\TTQM.mdf
2024-09-06 14:00:00.917	SQLN	5	2	0	929	0	1190400	0	369	369	0.000	3.090	TTQM	QQAT11XX	L:\LDF_DATA\TTQM_1.ldf
2024-09-06 14:00:00.917	SQLN	16	1	0	3	0	262144	0	2	2	0.000	0.010	VERNE	VERNE	M:\MDF_DATA\VERNE.mdf
2024-09-06 14:00:00.917	SQLN	16	2	0	21	0	407552	0	7	7	0.000	0.070	VERNE	VERNE_log	L:\LDF_DATA\VERNE_log.ldf
2024-09-06 14:00:00.917	SQLN	22	2	0	65	0	325632	0	26	26	0.000	0.216	FLEX_IC	FLEX_4_13_0_1_log	M:\MDF_DATA\FLEX_20230405063654_Log.ldf
2024-09-06 14:10:01.017	SQLN	2	1	924	897	58728448	58728448	738	890	1628	3.074	2.984	tempdb	tempdev	T:\TEMPDB_DATA\tempdb.mdf
2024-09-06 14:10:01.017	SQLN	2	2	0	62	0	3796480	0	38	38	0.000	0.206	tempdb	templog	T:\TEMPDB_DATA\templog.ldf
2024-09-06 14:10:01.017	SQLN	2	3	464	450	29466624	29466624	371	449	820	1.544	1.497	tempdb	temp2	T:\TEMPDB_DATA\temp_mssql_2.ndf
2024-09-06 14:10:01.017	SQLN	2	4	311	300	19628032	19628032	222	295	517	1.035	0.998	tempdb	temp3	T:\TEMPDB_DATA\temp_mssql_3.ndf
2024-09-06 14:10:01.017	SQLN	2	5	313	304	19857408	19857408	244	317	561	1.041	1.011	tempdb	temp4	T:\TEMPDB_DATA\temp_mssql_4.ndf
2024-09-06 14:05:00.420	SQLN	2	1	1348	1294	84606976	84606976	1947	1638	3585	4.501	4.321	tempdb	tempdev	T:\TEMPDB_DATA\tempdb.mdf
2024-09-06 14:05:00.420	SQLN	2	2	0	89	0	5465088	0	62	62	0.000	0.297	tempdb	templog	T:\TEMPDB_DATA\templog.ldf
2024-09-06 14:05:00.420	SQLN	2	3	524	504	32940032	32940032	763	604	1367	1.750	1.683	tempdb	temp2	T:\TEMPDB_DATA\temp_mssql_2.ndf
2024-09-06 14:05:00.420	SQLN	2	4	477	458	29925376	29925376	824	565	1389	1.593	1.529	tempdb	temp3	T:\TEMPDB_DATA\temp_mssql_3.ndf
2024-09-06 14:05:00.420	SQLN	2	5	459	439	28712960	28712960	733	534	1267	1.533	1.466	tempdb	temp4	T:\TEMPDB_DATA\temp_mssql_4.ndf
2024-09-06 14:05:00.420	SQLN	2	6	525	505	33005568	33005568	867	579	1446	1.753	1.686	tempdb	temp5	T:\TEMPDB_DATA\temp_mssql_5.ndf
2024-09-06 14:05:00.420	SQLN	2	7	529	507	33153024	33153024	772	590	1362	1.766	1.693	tempdb	temp6	T:\TEMPDB_DATA\temp_mssql_6.ndf
2024-09-06 14:05:00.420	SQLN	2	8	453	427	27942912	27942912	637	520	1157	1.513	1.426	tempdb	temp7	T:\TEMPDB_DATA\temp_mssql_7.ndf
2024-09-06 14:05:00.420	SQLN	2	9	474	454	29728768	29728768	756	529	1285	1.583	1.516	tempdb	temp8	T:\TEMPDB_DATA\temp_mssql_8.ndf
2024-09-06 14:05:00.420	SQLN	4	1	7	0	57344	0	2	0	2	0.023	0.000	msdb	MSDBData	I:\SQL SERVER\MSSQL13.MSSQLSERVER\MSSQL\DATA\MSDBData.mdf
2024-09-06 14:05:00.420	SQLN	4	2	2	333	131072	339456	17	147	164	0.007	1.112	msdb	MSDBLog	I:\SQL SERVER\MSSQL13.MSSQLSERVER\MSSQL\DATA\MSDBLog.ldf
2024-09-06 14:05:00.420	SQLN	5	1	170834	3215	158235090944	307298304	537552	6876	544428	570.397	10.735	TTQM	TESTDatos	M:\MDF_DATA\TTQM.mdf
2024-09-06 14:05:00.420	SQLN	5	2	14	11863	6881280	653564928	16	7035	7051	0.047	39.609	TTQM	QQAT11XX	L:\LDF_DATA\TTQM_1.ldf
2024-09-06 14:05:00.420	SQLN	10	1	31	1	31784960	8192	202	0	202	0.104	0.003	FICHAJE	FICHAJE_data	M:\MDF_DATA\FICHAJE.mdf
2024-09-06 14:05:00.420	SQLN	10	2	1	4	1536	9728	0	1	1	0.003	0.013	FICHAJE	FICHAJE_log	L:\LDF_DATA\FICHAJE_1.ldf
2024-09-06 14:05:00.420	SQLN	11	1	282	1	295370752	8192	627	0	627	0.942	0.003	INVESTM	TESTDatos	M:\MDF_DATA\INVESTM.mdf
2024-09-06 14:05:00.420	SQLN	11	2	1	4	1536	9728	0	1	1	0.003	0.013	INVESTM		L:\LDF_DATA\INVESTM.ldf
2024-09-06 14:05:00.420	SQLN	16	1	2	0	16384	0	1	0	1	0.007	0.000	VERNE	VERNE	M:\MDF_DATA\VERNE.mdf
2024-09-06 14:05:00.420	SQLN	16	2	0	12	0	283136	0	5	5	0.000	0.040	VERNE	VERNE_log	L:\LDF_DATA\VERNE_log.ldf
2024-09-06 14:05:00.420	SQLN	22	2	0	65	0	318464	0	38	38	0.000	0.217	FLEX_IC	FLEX_4_13_0_1_log	M:\MDF_DATA\FLEX_20230405063654_Log.ldf
2024-09-06 14:10:01.017	SQLN	2	6	462	447	29261824	29261824	385	429	814	1.537	1.487	tempdb	temp5	T:\TEMPDB_DATA\temp_mssql_5.ndf
2024-09-06 14:10:01.017	SQLN	2	7	465	449	29425664	29425664	363	449	812	1.547	1.494	tempdb	temp6	T:\TEMPDB_DATA\temp_mssql_6.ndf
2024-09-06 14:10:01.017	SQLN	2	8	311	303	19832832	19832832	248	295	543	1.035	1.008	tempdb	temp7	T:\TEMPDB_DATA\temp_mssql_7.ndf
2024-09-06 14:10:01.017	SQLN	2	9	317	309	20209664	20209664	244	308	552	1.055	1.028	tempdb	temp8	T:\TEMPDB_DATA\temp_mssql_8.ndf
2024-09-06 14:10:01.017	SQLN	4	1	7	0	57344	0	18	0	18	0.023	0.000	msdb	MSDBData	I:\SQL SERVER\MSSQL13.MSSQLSERVER\MSSQL\DATA\MSDBData.mdf
2024-09-06 14:10:01.017	SQLN	4	2	0	274	0	259584	0	88	88	0.000	0.912	msdb	MSDBLog	I:\SQL SERVER\MSSQL13.MSSQLSERVER\MSSQL\DATA\MSDBLog.ldf
2024-09-06 14:10:01.017	SQLN	5	1	12872	0	12584943616	0	45339	0	45339	42.822	0.000	TTQM	TESTDatos	M:\MDF_DATA\TTQM.mdf
2024-09-06 14:10:01.017	SQLN	5	2	625	922	654023680	761856	2509	382	2891	2.079	3.067	TTQM	QQAT11XX	L:\LDF_DATA\TTQM_1.ldf
2024-09-06 14:10:01.017	SQLN	12	1	100	1	50790400	8192	335	0	335	0.333	0.003	DB1	ASPAHORA_Data	M:\MDF_DATA\DB1.mdf
2024-09-06 14:10:01.017	SQLN	12	2	1	4	1536	9728	0	5	5	0.003	0.013	DB1	ASPAHORA_Log	L:\LDF_DATA\DB1_log.ldf
2024-09-06 14:10:01.017	SQLN	14	1	56	1	39387136	8192	603	0	603	0.186	0.003	QQAT11XX_B1	CRM_IC	M:\MDF_DATA\QQAT11XX_B1.mdf
2024-09-06 14:10:01.017	SQLN	14	2	1	4	1536	9728	0	4	4	0.003	0.013	QQAT11XX_B1	CRM_IC_log	L:\LDF_DATA\QQAT11XX_B1_1.ldf
2024-09-06 14:10:01.017	SQLN	15	1	606	1	635043840	8192	2451	0	2451	2.016	0.003	QA	QA	M:\MDF_DATA\QA.mdf
2024-09-06 14:10:01.017	SQLN	15	2	1	4	1536	9728	0	13	13	0.003	0.013	QA	QA_log	L:\LDF_DATA\QA_log.ldf
2024-09-06 14:10:01.017	SQLN	16	1	0	1	0	131072	0	1	1	0.000	0.003	VERNE	VERNE	M:\MDF_DATA\VERNE.mdf
2024-09-06 14:10:01.017	SQLN	16	2	0	12	0	282112	0	6	6	0.000	0.040	VERNE	VERNE_log	L:\LDF_DATA\VERNE_log.ldf
2024-09-06 14:10:01.017	SQLN	20	1	338	1	84017152	8192	678	0	678	1.124	0.003	QRM_IC	Esquema_3_1_0_14	M:\MDF_DATA\QRM_IC_Data.mdf
2024-09-06 14:10:01.017	SQLN	20	2	1	4	1536	9728	0	18	18	0.003	0.013	QRM_IC	Esquema_3_1_0_14_log	L:\LDF_DATA\QRM_IC_Log.ldf
2024-09-06 14:10:01.017	SQLN	22	1	1517	433	544800768	4218880	2470	568	3038	5.047	1.440	FLEX_IC	FLEX_4_13_0_1	M:\MDF_DATA\FLEX_20230405063654_Data.mdf
2024-09-06 14:10:01.017	SQLN	22	2	1	63	27136	295936	0	26	26	0.003	0.210	FLEX_IC	FLEX_4_13_0_1_log	M:\MDF_DATA\FLEX_20230405063654_Log.ldf
2024-09-06 14:10:01.017	SQLN	32	1	8277	1	3072851968	8192	13605	0	13605	27.535	0.003	TTQM_PDAFLX_IC	TQMST_2_1_4_3	M:\MDF_DATA\TQMST_20220810102959_Data.mdf
2024-09-06 14:10:01.017	SQLN	32	2	1	4	1536	9728	7	8	15	0.003	0.013	TTQM_PDAFLX_IC	TQMST_2_1_4_3_log	M:\MDF_DATA\TQMST_20220810102959_Log.ldf
2024-09-06 14:20:00.080	SQLN	2	1	832	808	52756480	52756480	668	1093	1761	2.777	2.697	tempdb	tempdev	T:\TEMPDB_DATA\tempdb.mdf
2024-09-06 14:20:00.080	SQLN	2	2	0	60	0	3680256	0	38	38	0.000	0.200	tempdb	templog	T:\TEMPDB_DATA\templog.ldf
2024-09-06 14:20:00.080	SQLN	2	3	413	402	26345472	26345472	340	547	887	1.378	1.342	tempdb	temp2	T:\TEMPDB_DATA\temp_mssql_2.ndf
2024-09-06 14:20:00.080	SQLN	2	4	406	392	25657344	25657344	322	554	876	1.355	1.308	tempdb	temp3	T:\TEMPDB_DATA\temp_mssql_3.ndf
2024-09-06 14:20:00.080	SQLN	2	5	273	265	17367040	17367040	244	328	572	0.911	0.884	tempdb	temp4	T:\TEMPDB_DATA\temp_mssql_4.ndf
2024-09-06 14:20:00.080	SQLN	2	6	414	403	26386432	26386432	338	409	747	1.382	1.345	tempdb	temp5	T:\TEMPDB_DATA\temp_mssql_5.ndf
2024-09-06 14:20:00.080	SQLN	2	7	407	392	25690112	25690112	349	485	834	1.358	1.308	tempdb	temp6	T:\TEMPDB_DATA\temp_mssql_6.ndf
2024-09-06 14:20:00.080	SQLN	2	8	415	403	26386432	26386432	320	555	875	1.385	1.345	tempdb	temp7	T:\TEMPDB_DATA\temp_mssql_7.ndf
2024-09-06 14:20:00.080	SQLN	2	9	409	396	25952256	25952256	345	441	786	1.365	1.322	tempdb	temp8	T:\TEMPDB_DATA\temp_mssql_8.ndf
2024-09-06 14:20:00.080	SQLN	4	2	0	237	0	207360	0	72	72	0.000	0.791	msdb	MSDBLog	I:\SQL SERVER\MSSQL13.MSSQLSERVER\MSSQL\DATA\MSDBLog.ldf
2024-09-06 14:20:00.080	SQLN	5	2	0	919	0	760832	0	399	399	0.000	3.067	TTQM	QQAT11XX	L:\LDF_DATA\TTQM_1.ldf
2024-09-06 14:20:00.080	SQLN	16	1	0	2	0	196608	0	1	1	0.000	0.007	VERNE	VERNE	M:\MDF_DATA\VERNE.mdf
2024-09-06 14:20:00.080	SQLN	16	2	0	14	0	220160	0	4	4	0.000	0.047	VERNE	VERNE_log	L:\LDF_DATA\VERNE_log.ldf
2024-09-06 14:20:00.080	SQLN	22	2	0	59	0	286720	0	24	24	0.000	0.197	FLEX_IC	FLEX_4_13_0_1_log	M:\MDF_DATA\FLEX_20230405063654_Log.ldf
2024-09-06 14:30:00.087	SQLN	2	1	910	881	57679872	57679872	739	881	1620	3.038	2.941	tempdb	tempdev	T:\TEMPDB_DATA\tempdb.mdf
2024-09-06 14:30:00.087	SQLN	2	2	0	62	0	3804672	0	39	39	0.000	0.207	tempdb	templog	T:\TEMPDB_DATA\templog.ldf
2024-09-06 14:30:00.087	SQLN	2	3	373	364	23822336	23822336	304	372	676	1.245	1.215	tempdb	temp2	T:\TEMPDB_DATA\temp_mssql_2.ndf
2024-09-06 14:30:00.087	SQLN	2	4	380	368	24018944	24018944	318	373	691	1.269	1.229	tempdb	temp3	T:\TEMPDB_DATA\temp_mssql_3.ndf
2024-09-06 14:30:00.087	SQLN	2	5	306	299	19595264	19595264	236	285	521	1.022	0.998	tempdb	temp4	T:\TEMPDB_DATA\temp_mssql_4.ndf
2024-09-06 14:30:00.087	SQLN	2	6	388	377	24682496	24682496	320	374	694	1.295	1.259	tempdb	temp5	T:\TEMPDB_DATA\temp_mssql_5.ndf
2024-09-06 14:30:00.087	SQLN	2	7	454	439	28770304	28770304	352	399	751	1.516	1.466	tempdb	temp6	T:\TEMPDB_DATA\temp_mssql_6.ndf
2024-09-06 14:30:00.087	SQLN	2	8	384	371	24313856	24313856	311	367	678	1.282	1.239	tempdb	temp7	T:\TEMPDB_DATA\temp_mssql_7.ndf
2024-09-06 14:30:00.087	SQLN	2	9	374	362	23658496	23658496	325	375	700	1.249	1.209	tempdb	temp8	T:\TEMPDB_DATA\temp_mssql_8.ndf
2024-09-06 14:30:00.087	SQLN	4	2	0	246	0	205312	0	83	83	0.000	0.821	msdb	MSDBLog	I:\SQL SERVER\MSSQL13.MSSQLSERVER\MSSQL\DATA\MSDBLog.ldf
2024-09-06 14:30:00.087	SQLN	5	2	0	920	0	826368	0	365	365	0.000	3.071	TTQM	QQAT11XX	L:\LDF_DATA\TTQM_1.ldf
2024-09-06 14:30:00.087	SQLN	16	1	0	31	0	532480	0	7	7	0.000	0.103	VERNE	VERNE	M:\MDF_DATA\VERNE.mdf
2024-09-06 14:30:00.087	SQLN	16	2	0	23	0	535552	0	7	7	0.000	0.077	VERNE	VERNE_log	L:\LDF_DATA\VERNE_log.ldf
2024-09-06 14:30:00.087	SQLN	22	2	0	59	0	279552	0	25	25	0.000	0.197	FLEX_IC	FLEX_4_13_0_1_log	M:\MDF_DATA\FLEX_20230405063654_Log.ldf
2024-09-06 14:40:01.043	SQLN	2	1	535	519	33972224	33972224	554	5069	5623	1.779	1.726	tempdb	tempdev	T:\TEMPDB_DATA\tempdb.mdf
2024-09-06 14:40:01.043	SQLN	2	2	0	55	0	3360256	0	348	348	0.000	0.183	tempdb	templog	T:\TEMPDB_DATA\templog.ldf
2024-09-06 14:40:01.043	SQLN	2	3	169	165	10780672	10780672	187	1598	1785	0.562	0.549	tempdb	temp2	T:\TEMPDB_DATA\temp_mssql_2.ndf
2024-09-06 14:40:01.043	SQLN	2	4	180	175	11378688	11378688	187	1552	1739	0.599	0.582	tempdb	temp3	T:\TEMPDB_DATA\temp_mssql_3.ndf
2024-09-06 14:40:01.043	SQLN	2	5	176	171	11206656	11206656	176	1574	1750	0.585	0.569	tempdb	temp4	T:\TEMPDB_DATA\temp_mssql_4.ndf
2024-09-06 14:40:01.043	SQLN	2	6	177	173	11337728	11337728	212	638	850	0.589	0.575	tempdb	temp5	T:\TEMPDB_DATA\temp_mssql_5.ndf
